No,Name,Weight,Calorie,Protein ,Carbohydrates ,Sugar,Fat ,Saturated ,Fiber,Sodium,Source,Country,Original_Portion
3903,Grilled Delmonico Steaks,100,42.00689,2.09413,0.91968,0.19264,3.33072,0.89482,0.09942,0.454867455,allrecipes,US,4
3904,Spiced Turkey Roast,100,40.21497,4.73463,0.87488,0.17645,1.89679,0.51463,0.27202,0.011763062,allrecipes,US,3
3905,Spicy Pork and Cabbage,100,21.2188,1.13688,0.45128,0.22998,1.65758,0.55976,0.14319,0.017356892,allrecipes,US,9
3906,Melt-in-Your-Mouth Broiled Salmon,100,55.34536,3.79392,0.41691,0.12507,4.13787,1.83442,0.05211,0.080255985,allrecipes,US,4
3907,Red Beans and Rice,100,24.84908,1.11844,2.0029,0.20123,1.32903,0.51944,0.26674,0.066451402,allrecipes,US,6
3908,Fry Bread Tacos I,100,76.57301,1.22134,2.18249,0.18055,7.09442,1.39658,0.30799,0.027613014,allrecipes,US,6
3909,Thai Chicken with Basil Stir Fry,100,17.69305,1.29026,2.09799,0.05595,0.42309,0.23428,0.07693,0.027973202,allrecipes,US,6
3910,Fried Beef Ribs,100,22.78443,0.91667,0.60394,0.01158,1.84824,0.53445,0.04137,0.10176054,allrecipes,US,6
3911,Sweet and Sour Tofu Veggies,100,23.5961,1.01329,3.33038,0.89637,0.80779,0.11692,0.33658,0.022320638,allrecipes,US,4
3912,Stuffed Leg of Lamb,100,16.7492,1.35375,0.5042,0.02763,1.00841,0.45931,0.05526,0.037642541,allrecipes,US,8
3913,Salmon in Creamy Silk Sauce,100,67.03339,2.34806,0.76691,0.09468,6.19207,2.91614,0.17989,0.019882786,allrecipes,US,4
3914,Burgundy Stroganoff,100,26.00468,1.43026,2.44544,0.17003,1.06519,0.42508,0.13502,0.01550279,allrecipes,US,6
3915,Onion Soup Pork Chops,100,41.81121,3.0765,6.54555,0.25561,0.45645,0.11868,0.54775,0.119591017,allrecipes,US,2
3916,Yummy Turkey Pot Pie,100,11.44272,0.57214,1.62817,0.27611,0.28749,0.08539,0.05978,0.031026287,allrecipes,US,12
3917,Apricot Marinated Eye of Round Roast,100,7.89785,0.59673,0.56163,0.35979,0.36272,0.17258,0.0117,0.011408012,allrecipes,US,12
3918,Macaroni and White Clam Sauce,100,18.74431,1.20109,2.17015,0.06824,0.56415,0.15469,0.11829,0.011828935,allrecipes,US,8
3919,Pineapple Bacon Burgers,100,63.87576,3.15327,1.53275,1.2289,4.87508,1.84335,0.04727,0.066171506,allrecipes,US,4
3920,Spaghetti Pie II,100,28.18398,1.70374,1.87123,0.43893,1.50738,0.69882,0.17326,0.043315545,allrecipes,US,6
3921,Dixie Pork Chops,100,30.28725,2.25636,3.6796,2.8378,0.78972,0.20828,0.22564,0.032109694,allrecipes,US,4
3922,Chicken Marsala Florentine,100,51.74993,2.46796,1.89724,0.77124,3.34716,1.79698,0.23908,0.053215283,allrecipes,US,4
3923,Oven Baked BBQ Ribs,100,20.75936,1.24131,1.1624,0.99851,1.24738,0.44614,0.02731,0.084069319,allrecipes,US,6
3924,Brisket with BBQ Sauce,100,24.43334,1.48782,0.40577,0.34032,1.84559,0.71555,0.00873,0.07024586,allrecipes,US,10
3925,Kale Puttanesca,100,39.24766,1.67428,4.49011,0.38052,1.69602,0.36965,0.51098,0.119591216,allrecipes,US,4
3926,Stuffed Shells II,100,21.64743,1.41227,2.04613,0.33731,0.8229,0.40404,0.1631,0.046705069,allrecipes,US,6
3927,Southwestern Turkey Casserole,100,22.15642,1.14866,1.59792,0.11231,1.26608,0.61773,0.18379,0.052072698,allrecipes,US,8
3928,Slow Cooker Turkey and Vegetables,100,9.58106,1.03159,0.96941,0.20632,0.17523,0.03957,0.26002,0.026849583,allrecipes,US,6
3929,Game Hen Stuffed with Wild Rice and Mushrooms,100,51.51231,2.16115,3.38481,0.25657,3.39468,1.74668,0.36513,0.020723343,allrecipes,US,2
3930,Pork Marsala,100,46.09976,1.7832,1.85412,0.55725,2.79638,0.93213,0.08105,0.036474534,allrecipes,US,4
3931,Steph's Zesty Sweet and Sour Meatballs,100,34.50064,1.74304,4.29277,3.25559,1.15962,0.43936,0.15846,0.052579265,allrecipes,US,4
3932,Slow Cooker Spare Ribs,100,33.18037,2.12959,1.29149,0.72131,2.14333,0.7694,0.05496,0.07419213,allrecipes,US,4
3933,Tofu with Pork and Cashews,100,32.40614,2.13698,2.34083,0.10544,1.666,0.34445,0.20386,0.053424436,allrecipes,US,4
3934,Tomato Bacon Grilled Cheese,100,60.31076,2.57701,3.09675,0.42228,4.19035,2.31715,0.1949,0.18407233,allrecipes,US,4
3935,Vegan Lasagna II,100,28.66888,1.56437,4.17612,0.57069,0.85268,0.15442,0.59083,0.114809792,allrecipes,US,3
3936,Sea Bass with Honeyed Apples,100,44.14023,2.40183,4.75714,2.06453,1.7563,0.34312,0.34893,0.054666418,allrecipes,US,4
3937,Broiled Lobster Tails,100,98.00675,6.12542,1.22508,0.01656,7.94649,4.88378,0.4801,0.147341236,allrecipes,US,2
3938,Grilled Lamb Chops with Pomegranate-Port Reduction,100,33.52126,2.19243,0.86343,0.39785,1.9808,0.83803,0.11004,0.006771971,allrecipes,US,4
3939,Macaroni Pie,100,33.29599,1.59982,4.10486,0.28232,1.12032,0.63186,0.22406,0.021958324,allrecipes,US,8
3940,Hamburger Sauce,100,23.33805,1.53465,2.02263,1.51344,1.02546,0.38897,0.19095,0.072842998,allrecipes,US,4
3941,Another Pork Chop Casserole,100,20.29773,1.45188,1.23697,0.11462,1.12235,0.38207,0.12895,0.047281776,allrecipes,US,6
3942,The Best Clam Sauce,100,60.4145,4.04097,4.92118,0.19338,2.61396,1.08693,0.24673,0.039342776,allrecipes,US,4
3943,DJ's Outdoor Pork Loin with Veggies,100,13.00322,0.57235,1.31615,0.68313,0.63565,0.1477,0.17672,0.04932254,allrecipes,US,8
3944,Easy Chicken Alfredo II,100,46.4942,3.8425,4.69745,0.48992,1.33527,0.59559,0.20173,0.043228081,allrecipes,US,4
3945,Fish Fry Bake,100,29.74733,0.75256,2.67655,0.26269,1.7891,0.34078,0.12779,0.066736243,allrecipes,US,6
3946,Hungarian Pork Chops,100,49.25076,2.31845,2.60662,0.65493,3.20916,1.71592,0.05239,0.056324007,allrecipes,US,3
3947,The Best Chicken Fried Steak,100,24.51003,1.45635,2.20311,0.49888,1.06282,0.36873,0.06507,0.043070726,allrecipes,US,4
3948,Pasta with Broccoli and Bacon,100,17.44024,0.70226,2.80904,0.49763,0.38136,0.12557,0.32555,0.030694819,allrecipes,US,8
3949,Grandman Pork Chops and Rice,100,21.00214,1.6869,2.04735,0.34603,0.63439,0.13937,0.08651,0.053827004,allrecipes,US,4
3950,Southern Style Pig Tails,100,39.49661,1.67473,0.43562,0.12585,3.41723,1.18103,0.07744,0.059051307,allrecipes,US,4
3951,Hungarian Stuffed Yellow Peppers,100,9.27467,0.6446,0.7126,0.22847,0.44061,0.18495,0.06528,0.008159535,allrecipes,US,9
3952,Meatballs in Sour Cream Gravy,100,25.66664,1.19805,1.75849,0.05686,1.53513,0.60512,0.12184,0.033301656,allrecipes,US,8
3953,Herb-Glazed Roasted Turkey,100,10.61386,1.1806,0.22689,0.22304,0.52685,0.17177,0.00256,0.007178456,allrecipes,US,16
3954,Crab-Artichoke Pizza,100,55.01714,3.14238,6.15256,0.64068,1.88136,0.56949,0.31526,0.15254289,allrecipes,US,4
3955,Minced Beef with Black-Eyed Beans,100,37.95376,1.65283,1.79566,0.15304,2.75471,0.29588,0.43871,0.096924929,allrecipes,US,4
3956,Baked Fresh Lobster Recipe,100,134.1188,7.58959,7.30486,0.66765,8.10015,3.54443,0.216,0.192439862,allrecipes,US,2
3957,Beef and Bow Ties Pasta,100,31.73655,2.57652,1.62553,0.32068,1.64765,0.66348,0.18799,0.061924982,allrecipes,US,4
3958,Salt and Pepper Chicken Stir Fry,100,19.93902,2.53932,1.17131,0.34871,0.63483,0.12518,0.42024,0.128754214,allrecipes,US,4
3959,BBQ Teriyaki Pork Kabobs,100,15.6039,1.01924,0.92468,0.42031,0.89315,0.23117,0.12084,0.045708402,allrecipes,US,6
3960,Grilled Whole Turkey,100,7.70957,1.03185,0.01672,0.00836,0.35788,0.10369,0.00167,0.008529027,allrecipes,US,18
3961,Polish Cabbage Noodles,100,33.73779,0.92927,4.64635,0.55638,1.33767,0.75762,0.48535,0.01065404,allrecipes,US,5
3962,Seafood Risotto,100,16.50078,0.75643,2.07579,0.04222,0.45738,0.20758,0.04222,0.012665843,allrecipes,US,6
3963,Tomato Chops I,100,12.69686,1.25992,1.2062,0.77646,0.38579,0.08302,0.27835,0.066902698,allrecipes,US,4
3964,Easy Spicy Chicken and Rice,100,39.07213,2.95034,4.92207,0.10874,0.73215,0.20297,0.13773,0.107285248,allrecipes,US,3
3965,Meaty Buns Casserole,100,50.58006,2.80542,2.73116,0.29704,3.06121,1.3367,0.23103,0.141921217,allrecipes,US,4
3966,Semmelknoedel (Bread Dumplings),100,51.00035,2.06622,7.94235,0.79625,1.23973,0.59467,0.39309,0.122965278,allrecipes,US,4
3967,Cabbage Koora,100,15.60682,0.45071,1.90376,0.94852,0.82743,0.20181,0.63235,0.012108736,allrecipes,US,4
3968,Beer Brats,100,15.12644,0.54645,0.3841,0.03168,1.08499,0.37222,0.0198,0.040785941,allrecipes,US,10
3969,Baked Fettuccine Lasagna,100,13.66947,0.78431,1.22876,0.19795,0.61625,0.29132,0.10458,0.025770308,allrecipes,US,10
3970,Calamari and Rice,100,25.63238,1.04553,4.10118,0.06745,0.33727,0.06071,0.12142,0.024283305,allrecipes,US,4
3971,Moong Dal with Spinach,100,16.61354,0.98451,2.21514,0.15998,0.49225,0.16614,1.0645,0.011075696,allrecipes,US,4
3972,Penne with Mango Chile Sauce,100,27.75526,0.73383,4.63377,0.91137,0.63914,0.10061,0.37875,0.02722264,allrecipes,US,6
3973,Darra's Famous Tuna Waldorf Salad Sandwich Filling,100,74.45046,2.64668,4.28317,1.32334,5.25295,1.72741,0.33336,0.100008082,allrecipes,US,4
3974,Golden Pork Chops,100,28.87337,1.36954,0.62124,0.16943,2.3014,0.74831,0.02824,0.052946284,allrecipes,US,6
3975,Easy Spaghetti with Tomato Sauce,100,34.57244,1.75035,4.07793,0.70759,1.26,0.48414,0.37241,0.062069008,allrecipes,US,5
3976,Crab Fried Rice,100,27.49066,1.04899,3.38208,0.45215,1.10324,0.1899,0.20799,0.116654459,allrecipes,US,4
3977,Spicy Indian Chicken and Mango Curry,100,24.90644,1.65834,1.94621,1.15145,1.27661,0.85733,0.20651,0.011264221,allrecipes,US,4
3978,Slow-Cooker Pepper Steak,100,15.8865,1.48837,0.61752,0.27973,0.83391,0.23751,0.10028,0.062807108,allrecipes,US,6
3979,Whiskey-Marinated Steak,100,37.6287,1.6275,2.22194,1.98532,2.00263,0.60598,0.03463,0.126968004,allrecipes,US,4
3980,Crab Linguine,100,45.55125,1.31143,4.03195,0.4883,2.71354,1.65324,0.2302,0.08789369,allrecipes,US,4
3981,Maple Baked Pork Loin Roast,100,16.84002,1.73915,1.19195,0.96289,0.54295,0.17391,0.00848,0.01442218,allrecipes,US,8
3982,Vegetarian Stuffed Red Bell Peppers,100,42.7324,1.51365,7.4756,1.17385,0.84435,0.10297,1.11207,0.018534536,allrecipes,US,2
3983,Texas Hash,100,25.30371,1.10908,3.00569,0.34018,0.98326,0.43338,0.20504,0.033551886,allrecipes,US,6
3984,Pasta Carbonara II,100,30.58909,1.41982,2.51072,0.03837,1.64457,0.55916,0.19187,0.089355217,allrecipes,US,8
3985,Love Mussels,100,10.34548,0.5027,1.15112,0.62656,0.51727,0.17485,0.29142,0.080141048,allrecipes,US,4
3986,Steve's Bodacious Barbecue Ribs,100,11.80994,0.75547,0.11101,0.07092,0.91581,0.33919,0.02158,0.024668289,allrecipes,US,10
3987,Mozzarella Chicken Marsala,100,19.49536,1.53136,0.93943,0.27388,0.90409,0.32689,0.06479,0.035339019,allrecipes,US,6
3988,Citrus Grilled Pork Filet with Mint Fig Sauce,100,21.05948,1.30059,1.01045,0.83037,1.32059,0.34015,0.08004,0.015506978,allrecipes,US,6
3989,Slow Cooker Thanksgiving Turkey,100,12.85537,1.82398,0.0875,0.00673,0.52498,0.15144,0.00673,0.012788068,allrecipes,US,12
3990,Sweet and Sour Fish,100,29.80759,2.30238,2.10366,1.58289,1.37046,0.17816,0.1439,0.037687754,allrecipes,US,3
3991,Champagne Shrimp and Pasta,100,39.01487,2.02133,2.49618,0.20534,1.86091,0.93687,0.17326,0.029517833,allrecipes,US,4
3992,German Zwiebelkuchen (Onion Pie),100,11.31326,0.26423,1.10824,0.30784,0.67726,0.26423,0.12057,0.010774535,allrecipes,US,11
3993,Chipotle Tilapia Tacos with Mango-Cilantro Salsa,100,24.46404,1.1423,3.06448,0.29447,1.04199,0.1262,0.32036,0.080899604,allrecipes,US,4
3994,Hot Dog Noodle Casserole,100,18.4058,0.7343,1.41063,0.24638,1.11111,0.45894,0.22705,0.043961353,allrecipes,US,9
3995,Trinidad Stewed Chicken,100,13.35159,0.926,0.37471,0.32733,0.90016,0.33594,0.01723,0.017227864,allrecipes,US,8
3996,Oven Roasted Trout with Lemon Dill Stuffing,100,36.74935,4.62794,0.48956,0.0718,1.67755,0.28721,0.04569,0.011749347,allrecipes,US,4
3997,Caribbean Jerk Stir-Fry,100,67.52518,5.44875,5.04286,3.24711,2.63213,0.46739,0.57808,0.19925464,allrecipes,US,2
3998,Spring Risotto,100,20.97661,0.38236,2.95266,0.19118,0.75941,0.28677,0.17525,0.021242134,allrecipes,US,6
3999,Dinengdeng,100,16.11342,1.53861,1.82954,0.19023,0.32451,0.01119,0.37486,0.007832913,allrecipes,US,6
4000,Pepper Steak Packet,100,18.84432,1.05559,1.1807,0.3675,1.16506,0.56298,0.27367,0.024239581,allrecipes,US,4
4001,Oven Meatballs,100,35.03146,2.05657,2.46614,2.23086,1.87357,0.72329,0.01743,0.108057236,allrecipes,US,5
4002,Texas Curried Chicken,100,40.52156,2.63367,1.04885,0.89175,2.83697,1.05347,0.0231,0.029571035,allrecipes,US,6
4003,Mean Woman Pasta,100,43.34071,1.23425,6.58268,0.52491,1.45415,0.2128,0.44688,0.122006583,allrecipes,US,4
4004,Quick Fried Rice,100,36.1518,1.03862,4.5273,0.22636,1.51798,0.49268,0.30626,0.078561918,allrecipes,US,4
4005,The Greatest Grilled Turkey,100,8.4199,1.12021,0.00183,0,0.40269,0.11532,0,0.002745618,allrecipes,US,18
4006,Poached Salmon with Hollandaise Sauce,100,175.33445,5.32906,0.59365,0.16567,17.07785,9.01523,0.02761,0.158767413,allrecipes,US,2
4007,Richard and Suzanne's Louisiana Crawfish Pasta,100,62.49922,1.56144,4.14447,0.33637,4.55974,2.76575,0.299,0.013288871,allrecipes,US,4
4008,Spaghetti Casserole I,100,18.33575,1.20948,2.98984,0.85631,0.18384,0.06773,0.14998,0.038703435,allrecipes,US,8
4009,American Lite Fried Rice,100,17.90068,0.41791,3.00899,0.39702,0.51543,0.08358,0.35523,0.045970607,allrecipes,US,6
4010,Three Meat Cannelloni Bake,100,23.71907,1.30028,1.41598,0.30303,1.38568,0.60331,0.12397,0.036914702,allrecipes,US,6
4011,Taiwanese Pork Chops,100,60.92349,1.23188,0.74583,0.27654,5.94989,0.99723,0.00838,0.040224587,allrecipes,US,4
4012,Thanksgiving No-Turkey Turkey,100,21.59756,1.28499,2.46441,0.24433,0.75109,0.17797,0.37102,0.033783886,allrecipes,US,10
4013,Chicken and Shrimp Linguine,100,53.55667,3.3609,4.40531,0.29204,2.3264,1.1731,0.19799,0.018314202,allrecipes,US,4
4014,Luau Chicken,100,19.57177,2.16465,1.36933,0.82298,0.57401,0.15906,0.11757,0.024896954,allrecipes,US,6
4015,Seitan in Peanut Sauce or Vegetarian Gai Tua,100,37.76369,2.74091,2.30101,0.81889,2.25364,1.48889,0.58202,0.043989957,allrecipes,US,4
4016,Manicotti,100,43.39592,2.95298,3.41518,0.80886,1.98363,1.09774,0.27604,0.080885893,allrecipes,US,4
4017,Santiago's Stuffed Squid,100,36.92502,2.66431,0.89311,0.17262,2.44666,0.36024,0.11258,0.041277966,allrecipes,US,4
4018,Angela's Awesome Enchiladas,100,19.82036,1.17972,1.46766,0.10623,1.01478,0.49201,0.123,0.049201455,allrecipes,US,8
4019,Baked Ziti III,100,22.90989,1.0898,2.25486,0.58404,1.03561,0.52082,0.23783,0.03793227,allrecipes,US,8
4020,Angel Hair Pasta with Garlic Shrimp and Broccoli,100,26.6189,1.50079,2.43955,0.27792,1.22904,0.59908,0.20999,0.070407312,allrecipes,US,6
4021,Fettuccini Tomato Rustica II,100,87.35689,2.84553,4.87805,0.27377,6.50407,1.37714,0.46458,0.055583209,allrecipes,US,4
4022,Pastitsio IV,100,45.90794,2.44914,4.24554,0.35604,2.02297,0.8955,0.27512,0.040459403,allrecipes,US,5
4023,Poor Man's Crab Cakes,100,23.87582,0.82351,2.13875,0.47989,1.38041,0.76426,0.18958,0.050950886,allrecipes,US,6
4024,Sauerkraut a la France,100,18.08541,1.01278,1.33109,0.70171,1.05619,0.22426,0.45575,0.097661195,allrecipes,US,4
4025,Simple Country Ribs,100,39.04296,1.6113,4.16547,2.957,1.6954,0.61088,0.08853,0.155817711,allrecipes,US,4
4026,American Shepherd's Pie,100,20.90822,1.34497,1.54672,0.25065,1.02096,0.47685,0.1345,0.050130829,allrecipes,US,6
4027,Smoked Herb Chicken,100,17.28922,1.63821,0.00534,0,1.14194,0.40021,0,0.006403415,allrecipes,US,8
4028,Linguine Pescadoro,100,24.82464,1.62082,3.27424,0.1211,0.67068,0.11178,0.28411,0.035397241,allrecipes,US,6
4029,Burgundy Pork Tenderloin,100,26.72368,3.19348,0.54784,0.10689,0.57456,0.19375,0.04009,0.045430251,allrecipes,US,4
4030,Pasta with Roasted Butternut Squash and Sage,100,48.87566,2.06274,5.81224,0.58935,1.97128,0.64016,0.4471,0.048774044,allrecipes,US,4
4031,Pork Chalupas,100,12.31444,0.68587,1.50163,0.07794,0.3871,0.11951,0.20004,0.042087324,allrecipes,US,16
4032,Beef Potato House Pie Casserole,100,19.11204,0.84555,1.3824,0.10737,1.13813,0.53417,0.17716,0.014495088,allrecipes,US,8
4033,Taco Stuffed Shells,100,17.80228,0.97641,1.49914,0.16274,0.86792,0.42903,0.22684,0.047341246,allrecipes,US,8
4034,Savory Roll Ups,100,31.20996,3.18843,1.93617,0.17339,1.10776,0.23118,0.12523,0.028898115,allrecipes,US,4
4035,Stuffed Zucchini with Chicken Sausage,100,25.55911,1.15016,1.96609,0.56033,1.54338,0.34406,0.28508,0.054067338,allrecipes,US,4
4036,Sophie's Shepherds Pie,100,29.31379,1.40163,2.66233,0.48942,1.48363,0.65597,0.39973,0.03126121,allrecipes,US,4
4037,Spinach Lasagna II,100,15.27567,1.09049,1.44368,0.23841,0.60926,0.34436,0.14128,0.051213224,allrecipes,US,8
4038,Outer Banks Style Clam Dish,100,28.17635,0.486,2.19278,0.23143,1.97292,0.71164,0.24879,0.008678547,allrecipes,US,4
4039,Bacon Jack Chicken Sandwich,100,37.26122,3.22364,2.08725,0.14688,1.69299,0.68802,0.17007,0.090447366,allrecipes,US,4
4040,Chicken Pot Pie I,100,31.05298,1.28102,2.66264,0.25486,1.66331,0.52985,0.22133,0.061703555,allrecipes,US,6
4041,Jalapeno Chicken,100,29.56322,2.41367,0.5483,0.35612,1.95016,0.55396,0.08479,0.053699925,allrecipes,US,6
4042,Angel Shrimp Pasta,100,40.99825,2.00171,3.42503,0.43096,2.1775,0.70882,0.21548,0.085625663,allrecipes,US,5
4043,Shearers' Mince and Potato Hot Pot,100,25.23102,0.97643,1.67556,0.2734,1.64041,0.81239,0.19919,0.017966364,allrecipes,US,6
4044,Hobo Dinner,100,23.52634,1.3302,2.92123,0.3495,0.73552,0.28691,0.43297,0.006781429,allrecipes,US,4
4045,Oven BBQ Ribs,100,21.24977,1.24329,0.64393,0.44085,1.46371,0.51267,0.03715,0.052752936,allrecipes,US,6
4046,Fish Fillets Italiano,100,19.34594,1.78319,0.68972,0.32804,0.79066,0.10935,0.1514,0.038691878,allrecipes,US,4
4047,Scalloped Cabbage with Ham and Cheese,100,26.71187,1.57816,1.12225,0.26887,1.83535,0.98197,0.26303,0.163661338,allrecipes,US,4
4048,Beef Burgundy III,100,23.89962,1.75928,0.45918,0.13278,1.56011,0.66388,0.06639,0.026001903,allrecipes,US,6
4049,Pork Brine,100,14.3437,1.59118,1.16687,1.09768,0.26289,0.08302,0.01384,0.86200535,allrecipes,US,6
4050,Ropa Vieja,100,27.63865,1.6959,0.29666,0.07911,2.02222,0.7367,0.03955,0.029665815,allrecipes,US,7
4051,Sweet Potato-Turkey Meatloaf,100,26.47858,2.66362,3.38863,1.09539,0.21277,0.06304,0.41767,0.195437172,allrecipes,US,4
4052,Apple Rosemary Pork Tenderloin,100,14.44261,1.15429,1.6227,1.29091,0.31227,0.11153,0.06692,0.013661926,allrecipes,US,6
4053,Sweet and Sour Pork Patties,100,44.26474,2.9368,2.57076,0.18727,2.40902,0.85124,0.14471,0.057884656,allrecipes,US,4
4054,Lambless Shepherd's Pie,100,16.35682,0.48954,2.85176,0.38852,0.4196,0.24088,0.3691,0.030304796,allrecipes,US,6
4055,Solo Spaghetti Dinner,100,183.6694,8.7243,17.48852,2.61529,8.88401,1.29766,1.73687,0.173687363,allrecipes,US,1
4056,Creamy Saffron Shrimp with Gnocchi and Caramelized Onion,100,27.16593,1.93343,2.17817,0.26921,1.19922,0.70974,0.17947,0.038342307,allrecipes,US,4
4057,Sweet and Spicy Curry with Chickpeas,100,18.93381,1.59419,1.31286,0.26347,0.84398,0.31259,0.25007,0.031705204,allrecipes,US,6
4058,Turkey 'n Stuffing Bake,100,29.72094,1.28138,2.65768,0.54577,1.578,0.3856,0.23729,0.080086375,allrecipes,US,5
4059,Classic Fish and Chips,100,22.54447,1.28578,2.64941,0.17009,0.75533,0.12397,0.26235,0.02479315,allrecipes,US,4
4060,American Chop Suey,100,13.44492,0.70194,1.11771,0.12419,0.67495,0.26458,0.22138,0.030777538,allrecipes,US,8
4061,Spicy Peach-Glazed Pork Chops,100,41.43547,1.35383,5.96917,5.34353,1.17948,0.27692,0.02051,0.009230674,allrecipes,US,4
4062,No Name Orange Roughy,100,23.17815,1.94443,0.69746,0.38748,1.0638,0.61996,0.12681,0.066223299,allrecipes,US,4
4063,Lemon Pepper Catfish,100,42.84984,2.14249,3.28909,0.09828,2.28664,0.49795,0.12449,0.042587764,allrecipes,US,6
4064,Risotto alla Milanese,100,34.91103,1.15951,3.77993,0.26372,1.48183,0.90417,0.09628,0.030976211,allrecipes,US,4
4065,Bahamian Mahi Mahi,100,26.03218,2.81798,0.72239,0.18873,0.86557,0.50763,0.16921,0.018873328,allrecipes,US,4
4066,Gourmet Meatloaf,100,26.1479,1.66678,1.36373,0.16318,1.56188,0.74597,0.15153,0.062164409,allrecipes,US,6
4067,My Thai Chicken Wraps,100,29.05005,2.23647,1.3515,0.50501,1.64489,0.40882,0.16834,0.056753416,allrecipes,US,6
4068,Coconut Tilapia with Apricot Dipping Sauce,100,63.53613,2.77604,5.30771,2.39482,3.5287,0.73311,0.23459,0.057671254,allrecipes,US,4
4069,South-of-the-Border Stuffed Peppers,100,27.62321,1.47442,2.5003,0.37305,1.26569,0.53292,0.26202,0.021316943,allrecipes,US,4
4070,Ricotta Fettuccine Alfredo with Broccoli,100,36.86114,1.90841,4.83639,0.77557,1.17642,0.67971,0.27885,0.040085399,allrecipes,US,4
4071,Spaghetti With Red Clam Sauce,100,13.87437,0.89919,2.368,0.24412,0.08951,0.01221,0.20344,0.031329213,allrecipes,US,8
4072,Gourmet Grilled Cheese,100,60.55345,3.67878,3.33152,0.59685,3.60282,2.22463,0.19533,0.13130765,allrecipes,US,4
4073,Spinach And Tomato Filo Pastry Parcels,100,68.33998,2.26757,4.70717,0.51607,4.75409,2.37704,0.92267,0.162639768,allrecipes,US,2
4074,Turkey in a Bag,100,12.47562,1.56281,0.06372,0.0218,0.61204,0.17271,0.01174,0.005198176,allrecipes,US,12
4075,Veggie Griddle Cakes,100,73.48861,2.23308,9.29773,2.55789,3.19398,0.78496,0.58195,0.143458431,allrecipes,US,2
4076,Cottage Cheese Spinach Chicken,100,25.31412,3.45528,0.6929,0.11086,0.96083,0.52661,0.24021,0.102549889,allrecipes,US,4
4077,Tangy Pork Chops with Vegetables,100,16.29512,1.78308,0.89581,0.39245,0.6228,0.19622,0.23035,0.012797215,allrecipes,US,4
4078,Veggie and Cilantro Hummus Sandwiches,100,60.55599,1.72297,8.22191,2.13608,2.50889,0.5844,1.06804,0.211593298,allrecipes,US,2
4079,Easy Spinach Lasagna with White Sauce,100,19.17762,0.76788,1.21614,0.25336,1.31359,0.5574,0.10524,0.040927854,allrecipes,US,9
4080,Swimming Angels,100,31.27976,1.2111,4.18455,0.63061,1.14846,0.23804,0.34245,0.041762023,allrecipes,US,4
4081,Easy Barbeque Beef Tenderloin Steak,100,92.0597,7.29552,0.1194,0,6.63881,2.4,0.01194,0.046567164,allrecipes,US,2
4082,Maple Apple Chicken Burgers,100,37.57215,1.59897,2.74621,0.8676,2.25146,0.27964,0.17209,0.043021547,allrecipes,US,6
4083,Tasso Ham,100,2.23316,0.17693,0.14348,0.12622,0.10465,0.03776,0.00539,0.071957348,allrecipes,US,30
4084,Roasted Salmon with Orange-Ginger Glaze,100,28.08532,3.35654,0.47094,0.38532,1.31008,0.21406,0.00856,0.007706337,allrecipes,US,5
4085,Pork Medallions with Port and Dried Cranberry Sauce,100,20.96974,2.01994,1.53208,1.04421,0.44507,0.12839,0.07703,0.005135448,allrecipes,US,4
4086,Fried Turkey Wings,100,9.22352,0.60915,0.10111,0.01973,0.70779,0.14797,0.01726,0.041431866,allrecipes,US,2
4087,Frugal Pumpkin Pasta,100,41.97178,1.64092,5.54228,0.58046,1.47906,0.75348,0.40186,0.053022861,allrecipes,US,4
4088,Jaxx's No Chunk Spaghetti,100,53.92603,2.9395,6.2385,1.64245,1.94557,0.90934,0.28902,0.115606122,allrecipes,US,4
4089,Cajun Prime Rib,100,27.67224,1.56198,0.25481,0.06115,2.22958,0.89948,0.05606,0.142947782,allrecipes,US,6
